trade_date,month_bucket,symbol,is_seed_session,target_label,predicted_label,board_lockout_active,open_to_5m,open_to_15m,open_to_60m,close_loc_15m
20251103,2025-11,000738,False,none,allowed_preheat_probe_add,False,0.0,-0.00587293,-0.00533903,0.0
20251103,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00988947,-0.01454334,0.00814427,0.11764706
20251103,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00255537,-0.0076661,-0.0076661,0.08333333
20251103,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.004536,-0.00661501,0.02286902,0.27118644
20251103,2025-11,300045,False,none,allowed_preheat_full_add,False,0.0017094,0.00555556,0.02350427,0.6969697
20251103,2025-11,300342,False,none,allowed_preheat_probe_add,False,-0.00650759,0.0005423,0.0037961,0.61290323
20251103,2025-11,600118,False,none,allowed_preheat_probe_add,False,-0.00814711,-0.00558659,0.01629423,0.46280992
20251103,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.00912409,-0.01094891,-0.00638686,0.16666667
20251103,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00323176,-0.00923361,0.00323176,0.0
20251103,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.01272016,-0.00905088,-0.02030333,0.25352113
20251104,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.0005339,-0.00160171,-0.00533903,0.33333333
20251104,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00350058,-0.00175029,-0.01050175,0.6
20251104,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00084602,-0.00169205,-0.01184433,0.33333333
20251104,2025-11,003009,False,none,allowed_preheat_probe_add,False,0.00331187,-0.00331187,-0.01103956,0.37878788
20251104,2025-11,300342,False,none,allowed_preheat_probe_add,False,0.00320171,-0.00160085,-0.0090715,0.1
20251104,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.00431818,-0.00181818,-0.01954545,0.3963964
20251104,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.00358744,-0.01255605,-0.0206278,0.16666667
20251104,2025-11,601698,False,none,allowed_preheat_probe_add,False,0.01361779,0.00635497,-0.00817068,0.41176471
20251104,2025-11,688066,False,none,allowed_preheat_probe_add,False,0.00738255,-0.00302013,-0.01879195,0.19230769
20251104,2025-11,688523,False,none,allowed_preheat_probe_add,False,0.01085271,0.00620155,-0.00620155,0.47692308
20251104,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.01217089,-0.00695479,-0.01738698,0.54098361
20251105,2025-11,000738,False,none,allowed_preheat_probe_add,False,0.00216216,0.00162162,0.00216216,0.58333333
20251105,2025-11,002085,False,none,allowed_preheat_probe_add,False,0.00300842,0.00421179,-0.00120337,0.64285714
20251105,2025-11,002465,False,none,allowed_preheat_full_add,False,0.00260643,0.00608167,0.0086881,0.84615385
20251105,2025-11,003009,False,none,allowed_preheat_full_add,False,0.01041075,0.01362862,0.00984289,0.77669903
20251105,2025-11,300045,False,none,allowed_preheat_full_add,False,0.03508772,0.03114035,0.05,0.71717172
20251105,2025-11,300342,False,none,allowed_preheat_full_add,False,0.0076087,0.01521739,0.01847826,0.76595745
20251105,2025-11,600118,False,none,allowed_preheat_full_add,False,0.0214951,0.02579412,0.03224266,0.77142857
20251105,2025-11,600879,False,none,allowed_preheat_full_add,False,0.00560748,0.00560748,0.00186916,0.66666667
20251105,2025-11,601698,False,none,allowed_preheat_full_add,False,0.00933707,0.01260504,0.01633987,0.61702128
20251105,2025-11,688066,False,none,allowed_preheat_full_add,False,0.0,0.00861772,0.02033781,0.66071429
20251105,2025-11,688523,False,none,allowed_preheat_probe_add,False,-0.00193723,0.00774893,-0.00891127,0.5942029
20251105,2025-11,688568,False,none,allowed_preheat_probe_add,False,0.00153846,0.0025641,-0.00230769,0.57142857
20251106,2025-11,000738,False,none,allowed_preheat_full_add,False,0.01344086,0.01827957,0.02419355,0.82222222
20251106,2025-11,002085,False,none,allowed_preheat_probe_add,False,0.00119976,0.0,0.00719856,0.25
20251106,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.00345722,-0.00172861,0.0008643,0.25
20251106,2025-11,003009,False,none,allowed_preheat_probe_add,False,0.01092073,0.0065901,-0.00112973,0.39325843
20251106,2025-11,300045,False,none,allowed_preheat_probe_add,False,0.00042265,-0.01352494,-0.00972105,0.01639344
20251106,2025-11,300342,False,none,allowed_preheat_probe_add,False,0.00540541,-0.00540541,-0.00216216,0.08
20251106,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.00234467,-0.00046893,-0.00515826,0.2875
20251106,2025-11,600879,False,none,allowed_preheat_probe_add,False,0.00558659,0.00372439,0.00558659,0.7
20251106,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00138058,-0.00552232,-0.00644271,0.29032258
20251106,2025-11,688066,False,none,allowed_preheat_probe_add,False,0.03438625,0.03158737,0.00119952,0.56962025
20251106,2025-11,688523,False,none,allowed_preheat_probe_add,False,0.01027668,-0.0055336,-0.0055336,0.07017544
20251106,2025-11,688568,False,none,allowed_preheat_full_add,False,0.01056973,0.00799175,0.01031194,0.64583333
20251107,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.0037037,-0.0026455,-0.0021164,0.45454545
20251107,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00535714,-0.00654762,-0.00595238,0.3125
20251107,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00693842,-0.00173461,0.00433651,0.72727273
20251107,2025-11,003009,False,none,allowed_preheat_full_add,False,0.0028924,0.01156961,0.0187042,1.0
20251107,2025-11,300045,False,none,allowed_preheat_probe_add,False,-0.01141167,0.00126796,0.00760778,0.79591837
20251107,2025-11,300342,False,none,allowed_preheat_probe_add,False,-0.00590763,0.00429646,0.01342642,0.81081081
20251107,2025-11,600118,False,none,allowed_preheat_probe_add,False,-0.0027907,0.00162791,0.01976744,0.6
20251107,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.00740056,-0.00555042,-0.00277521,0.45454545
20251107,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00879223,-0.00416474,0.01480796,0.60869565
20251107,2025-11,688523,False,none,allowed_preheat_probe_add,False,-0.01471173,-0.00198807,0.02823062,0.87272727
20251107,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00792839,0.00153453,0.0028133,0.87272727
20251110,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.0005291,-0.0015873,-0.0031746,0.3
20251110,2025-11,002085,False,none,allowed_preheat_full_add,False,0.00600601,0.00540541,0.0012012,0.75
20251110,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.02288136,0.01186441,0.00169492,0.51851852
20251110,2025-11,003009,False,none,allowed_preheat_probe_add,False,0.02118003,0.00832073,-0.00056732,0.33587786
20251110,2025-11,300045,False,none,allowed_preheat_probe_add,False,0.00616016,0.00205339,-0.01437372,0.48717949
20251110,2025-11,300342,False,none,allowed_preheat_probe_add,False,0.00051073,-0.00766088,-0.01889683,0.3255814
20251110,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.01024412,-0.0032694,-0.01482127,0.42211055
20251110,2025-11,600879,False,none,allowed_preheat_full_add,False,0.05485612,0.05485612,0.03147482,0.7625
20251110,2025-11,601698,False,none,allowed_preheat_probe_add,False,0.0070609,-0.00529568,-0.01147396,0.10526316
20251110,2025-11,688066,False,none,allowed_preheat_full_add,False,0.04580446,0.04503464,-0.00115473,0.60287081
20251110,2025-11,688568,False,none,allowed_preheat_full_add,False,0.03166987,0.03454894,0.01199616,0.85207101
20251111,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00052715,-0.0010543,-0.00316289,0.2
20251111,2025-11,002085,False,none,allowed_preheat_full_add,False,0.00352941,0.01,0.01529412,0.82608696
20251111,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.00681431,0.00170358,-0.00425894,0.16666667
20251111,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.00264951,-0.00813777,-0.03425435,0.21666667
20251111,2025-11,300045,False,none,allowed_preheat_probe_add,False,0.00294613,0.0016835,-0.0223064,0.41860465
20251111,2025-11,300342,False,none,allowed_preheat_probe_add,False,0.00526593,0.01000527,-0.00631912,0.54285714
20251111,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.01223038,0.0075606,-0.04380698,0.25757576
20251111,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.00614035,-0.00175439,-0.01842105,0.61111111
20251111,2025-11,601698,False,none,allowed_preheat_full_add,False,0.00990099,0.01845185,-0.00810081,0.671875
20251111,2025-11,688066,False,none,allowed_preheat_full_add,False,0.01686275,0.02352941,-0.00117647,0.6185567
20251111,2025-11,688523,False,none,allowed_preheat_probe_add,False,0.00801833,0.00420008,-0.02940053,0.2244898
20251111,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00357143,0.00238095,-0.02333333,0.640625
20251112,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00789889,-0.00789889,-0.0073723,0.21052632
20251112,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.01116334,-0.01057579,-0.01233843,0.18181818
20251112,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.01199657,-0.00514139,-0.00685518,0.57142857
20251112,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.00775194,-0.00695687,-0.00874578,0.46153846
20251112,2025-11,300045,False,none,allowed_preheat_probe_add,False,-0.01741402,-0.01175446,-0.01567262,0.58461538
20251112,2025-11,300342,False,none,allowed_preheat_probe_add,False,-0.01013874,-0.00533618,-0.00800427,0.48888889
20251112,2025-11,600118,False,none,allowed_preheat_full_add,False,-0.00210379,0.00701262,0.00631136,0.75714286
20251112,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.01792115,-0.01075269,-0.01612903,0.48
20251112,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.01406534,-0.01043557,-0.01179673,0.36111111
20251112,2025-11,688066,False,none,allowed_preheat_probe_add,False,-0.01115982,-0.00398565,-0.00637704,0.46753247
20251112,2025-11,688523,False,none,allowed_preheat_full_add,False,-0.00039857,0.009167,0.00478278,0.69491525
20251112,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.0122459,-0.00465344,0.00514328,0.65853659
20251113,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00106553,0.00213106,0.00106553,0.90909091
20251113,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.0024024,0.0006006,0.0006006,0.71428571
20251113,2025-11,002465,False,none,allowed_preheat_full_add,False,0.00684346,0.00684346,0.01283148,0.66666667
20251113,2025-11,003009,False,none,allowed_preheat_full_add,False,0.00999001,0.00779221,0.02497502,0.78
20251113,2025-11,300045,False,none,allowed_preheat_full_add,False,0.01261967,0.01523064,0.03002611,0.82352941
20251113,2025-11,300342,False,none,allowed_preheat_full_add,False,0.00620476,0.00827301,0.01809721,0.625
20251113,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.02244898,0.02131519,0.02947846,0.58024691
20251113,2025-11,600879,False,none,allowed_preheat_full_add,False,0.0181653,0.01453224,0.0208901,0.77272727
20251113,2025-11,601698,False,none,allowed_preheat_full_add,False,0.01486486,0.01126126,0.01621622,0.66666667
20251113,2025-11,688066,False,none,allowed_preheat_probe_add,False,-0.00666667,-0.00823529,0.01215686,0.66216216
20251113,2025-11,688523,False,none,allowed_preheat_full_add,False,0.01072386,0.01953275,0.08004596,0.62105263
20251113,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00934579,-0.00233645,-0.00700935,0.625
20251114,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00369783,0.00052826,-0.00158479,0.66666667
20251114,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00060205,-0.00180614,-0.00120409,0.38461538
20251114,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00336417,0.00420521,-0.00084104,1.0
20251114,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.00806293,-0.00117994,-0.00058997,0.56842105
20251114,2025-11,300045,False,none,allowed_preheat_probe_add,False,-0.01653612,-0.00130548,-0.00261097,0.67073171
20251114,2025-11,300342,False,none,allowed_preheat_full_add,False,-0.00885417,0.01302083,0.01145833,0.89830508
20251114,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.00159163,0.00886767,-0.00386539,0.43333333
20251114,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.00718133,-0.002693,-0.00628366,0.52941176
20251114,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00770276,0.00181242,-0.00498414,0.71428571
20251114,2025-11,688066,False,none,allowed_preheat_probe_add,False,-0.02125953,-0.00802246,-0.01203369,0.67164179
20251114,2025-11,688523,False,none,allowed_preheat_probe_add,False,-0.00938967,0.00469484,0.00216685,0.66666667
20251114,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.01838755,-0.00801509,-0.01579444,0.6091954
20251117,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00365344,-0.00887265,-0.00835073,0.17391304
20251117,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00735294,-0.00551471,-0.01715686,0.4
20251117,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.00250836,-0.00250836,-0.00501672,0.14285714
20251117,2025-11,003009,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00076879,-0.01364597,-0.01537574,0.06451613
20251117,2025-11,300045,True,allowed_preheat_probe_add,allowed_preheat_full_add,False,0.00803571,0.01294643,0.00892857,0.78378378
20251117,2025-11,300342,False,none,allowed_preheat_probe_add,False,-0.00260417,-0.0078125,0.01197917,0.125
20251117,2025-11,600118,False,none,allowed_preheat_probe_add,False,-0.00648148,-0.00740741,-0.00416667,0.2173913
20251117,2025-11,600879,False,none,allowed_preheat_probe_add,False,0.0,-0.00452489,-0.00452489,0.38461538
20251117,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00645161,-0.00230415,0.00276498,0.37931034
20251117,2025-11,688066,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.01827782,-0.01340374,-0.01909017,0.32653061
20251117,2025-11,688523,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.001443,-0.01226551,0.00649351,0.03
20251117,2025-11,688568,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00708181,0.004884,0.01465201,0.44230769
20251118,2025-11,000738,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.0026178,-0.00366492,-0.00418848,0.07692308
20251118,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00811486,-0.00998752,-0.01248439,0.05882353
20251118,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00421941,-0.01434599,-0.01265823,0.0
20251118,2025-11,003009,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00521879,-0.01144119,-0.01324769,0.0
20251118,2025-11,688066,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00491803,-0.01106557,-0.00778689,0.16
20251118,2025-11,688568,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00442043,-0.01399804,-0.01031434,0.0
20251119,2025-11,000738,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00158395,0.00369588,0.00105597,0.64285714
20251119,2025-11,002085,False,none,allowed_preheat_probe_add,False,0.00569981,-0.00126662,-0.01203293,0.0
20251119,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.00515021,0.00257511,-0.00257511,0.44444444
20251119,2025-11,003009,False,none,allowed_preheat_probe_add,False,0.0047054,0.00450082,-0.00879705,0.76470588
20251119,2025-11,300045,False,none,allowed_preheat_probe_add,False,-0.00528169,-0.0118838,-0.02816901,0.06451613
20251119,2025-11,300342,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00580475,-0.00263852,-0.02744063,0.0
20251119,2025-11,600118,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.0033557,-0.00023969,-0.01581975,0.57894737
20251119,2025-11,600879,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00185529,-0.00278293,-0.01113173,0.2
20251119,2025-11,601698,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00191388,0.00143541,-0.00717703,0.68421053
20251119,2025-11,688066,False,none,allowed_preheat_probe_add,False,0.0045417,0.00330306,-0.01857969,0.60526316
20251119,2025-11,688523,False,none,allowed_preheat_probe_add,False,0.00185185,0.00037037,-0.02888889,0.14285714
20251119,2025-11,688568,False,none,allowed_preheat_probe_add,False,0.0052161,0.00149031,-0.00794834,0.22857143
20251120,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00574413,-0.00313316,-0.00992167,0.7
20251120,2025-11,002085,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.0031506,-0.0063012,-0.01638311,0.33333333
20251120,2025-11,002465,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00085543,0.00085543,0.00427716,0.71428571
20251120,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.00020492,0.00204918,0.0079918,0.64814815
20251120,2025-11,300045,False,none,allowed_preheat_probe_add,False,0.00678119,-0.00135624,0.00180832,0.0
20251120,2025-11,300342,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00053792,-0.00753093,0.00430339,0.17857143
20251120,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.00606502,0.0,0.00703542,0.29545455
20251120,2025-11,600879,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00185701,-0.00278552,0.00464253,0.5
20251120,2025-11,601698,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00287219,-0.00526568,-0.0009574,0.18181818
20251120,2025-11,688066,False,none,allowed_preheat_probe_add,False,0.00125997,-0.00461991,-0.00965981,0.21212121
20251120,2025-11,688523,False,none,allowed_preheat_probe_add,False,-0.00269127,-0.00884275,0.00961169,0.42307692
20251120,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00695479,-0.00596125,-0.01390959,0.17647059
20251121,2025-11,000738,False,none,allowed_preheat_probe_add,False,0.0037234,-0.0037234,-0.01968085,0.0
20251121,2025-11,002085,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.0078534,0.0026178,-0.0065445,0.40909091
20251121,2025-11,002465,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,-0.00257511,-0.00772532,-0.03090129,0.07692308
20251121,2025-11,003009,False,none,allowed_preheat_probe_add,False,0.00185261,-0.01090984,-0.0183203,0.03738318
20251121,2025-11,300342,False,none,allowed_preheat_probe_add,False,0.00491803,-0.00546448,-0.03005464,0.14285714
20251121,2025-11,600118,True,allowed_preheat_probe_add,allowed_preheat_probe_add,False,0.00296736,-0.00717112,-0.01285856,0.08536585
20251121,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.0018797,-0.0093985,-0.01691729,0.0625
20251121,2025-11,601698,False,none,allowed_preheat_probe_add,False,0.00048757,-0.0029254,-0.01267674,0.20689655
20251121,2025-11,688523,False,none,allowed_preheat_probe_add,False,0.00156495,-0.00352113,-0.03325509,0.07142857
20251121,2025-11,688568,False,none,allowed_preheat_probe_add,False,0.0043038,-0.00329114,-0.00962025,0.28378378
20251124,2025-11,000738,False,none,allowed_preheat_full_add,False,0.00748663,0.00855615,0.02245989,0.94117647
20251124,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00580645,-0.00645161,-0.00451613,0.26666667
20251124,2025-11,002465,False,none,allowed_preheat_probe_add,False,0.00784656,0.00174368,0.0418483,0.18518519
20251124,2025-11,003009,False,none,allowed_preheat_full_add,False,0.02520341,0.02103592,0.09347093,0.65030675
20251124,2025-11,300045,False,none,allowed_preheat_probe_add,False,0.00778032,-0.00640732,0.00091533,0.06521739
20251124,2025-11,600118,False,none,allowed_preheat_probe_add,False,0.01525591,-0.00098425,0.01968504,0.17647059
20251124,2025-11,600879,False,none,allowed_preheat_probe_add,False,0.00759734,0.0,0.01614435,0.1
20251124,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00485437,-0.01359223,-0.00291262,0.05882353
20251124,2025-11,688066,False,none,allowed_preheat_probe_add,False,0.01645022,0.0047619,0.01515152,0.53333333
20251124,2025-11,688523,False,none,allowed_preheat_full_add,False,0.07199367,0.11708861,0.17761076,0.80952381
20251124,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00586081,-0.01147741,0.001221,0.01612903
20251125,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00569358,-0.00258799,-0.00362319,0.53333333
20251125,2025-11,002085,False,none,allowed_preheat_full_add,False,0.00897436,0.01217949,0.01217949,0.79166667
20251125,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.0075,0.00333333,0.00583333,0.93333333
20251125,2025-11,003009,False,none,allowed_preheat_full_add,False,0.01322703,0.0186628,0.00960319,0.63975155
20251125,2025-11,300045,False,none,allowed_preheat_full_add,False,-0.00697472,0.00915432,0.02048823,1.0
20251125,2025-11,300342,False,none,allowed_preheat_full_add,False,-0.00166667,0.02388889,0.03277778,0.96666667
20251125,2025-11,600118,False,none,allowed_preheat_full_add,False,-0.00095034,0.01116655,0.03349964,0.98571429
20251125,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.02181818,-0.01090909,-0.00545455,0.5
20251125,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.00576369,0.00432277,0.01152738,0.88461538
20251125,2025-11,688066,False,none,allowed_preheat_full_add,False,0.00794314,0.03302676,0.05643813,1.0
20251125,2025-11,688523,False,none,allowed_preheat_full_add,False,0.0067007,0.06828334,0.035418,0.88339223
20251125,2025-11,688568,False,none,allowed_preheat_full_add,False,-0.00869775,0.00676492,0.01377144,0.8372093
20251126,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.01596292,-0.01184346,-0.01956746,0.3030303
20251126,2025-11,002085,False,none,allowed_preheat_full_add,False,-0.00320307,0.01857783,0.01473414,0.88095238
20251126,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00989283,0.0008244,-0.01648805,0.76470588
20251126,2025-11,003009,False,none,allowed_preheat_probe_add,False,-0.02200358,-0.01216458,-0.03398927,0.38502674
20251126,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.01909091,-0.00545455,-0.02,0.61538462
20251126,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.01095238,-0.00904762,-0.01952381,0.21052632
20251126,2025-11,688066,False,none,allowed_preheat_full_add,False,0.01769231,0.02807692,-0.00846154,0.78125
20251126,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.00526316,-0.00287081,-0.01626794,0.43103448
20251127,2025-11,000738,False,none,allowed_preheat_probe_add,False,0.00266525,0.00319829,0.0021322,0.63636364
20251127,2025-11,002085,False,none,allowed_preheat_full_add,False,0.01388013,0.01766562,0.00694006,0.8
20251127,2025-11,002465,False,none,allowed_preheat_probe_add,False,-0.00591716,-0.00084531,0.00422654,0.81818182
20251127,2025-11,003009,False,none,allowed_preheat_full_add,False,-0.00475828,0.00685192,0.00513894,0.89130435
20251127,2025-11,300045,False,none,allowed_preheat_probe_add,False,-0.00881262,-0.00231911,0.00092764,0.41666667
20251127,2025-11,300342,False,none,allowed_preheat_full_add,False,-0.01046832,0.00716253,0.00716253,0.83333333
20251127,2025-11,600118,False,none,allowed_preheat_full_add,False,-0.00778021,0.00826647,0.00826647,0.94366197
20251127,2025-11,600879,False,none,allowed_preheat_probe_add,False,-0.01136364,-0.00757576,-0.00568182,0.5
20251127,2025-11,601698,False,none,allowed_preheat_probe_add,False,-0.0019656,0.004914,0.004914,0.88235294
20251127,2025-11,688066,False,none,allowed_preheat_probe_add,False,-0.01430843,0.00317965,0.01351351,0.82539683
20251127,2025-11,688523,False,none,allowed_preheat_probe_add,False,-0.03876458,-0.01103057,-0.02332178,0.65986395
20251127,2025-11,688568,False,none,allowed_preheat_probe_add,False,-0.0054001,0.00319097,0.00196367,0.88311688
20251128,2025-11,000738,False,none,allowed_preheat_probe_add,False,-0.00053248,-0.00372737,-0.00266241,0.17647059
20251128,2025-11,002085,False,none,allowed_preheat_probe_add,False,-0.00935162,-0.00872818,0.00124688,0.35714286
